Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2023-10-21 22:21:54,Other,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 81 (PIA) NO FURTHER ACTION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,11
2023-10-21 22:24:31,Other,CAR 20 (MAG) TIME 1:43.371 DELETED - TRACK LIMITS AT TURN 1 LAP 12 17:22:55,,,,,,13
2023-10-21 22:24:47,Other,CAR 2 (SAR) TIME 1:43.815 DELETED - TRACK LIMITS AT TURN 19 LAP 12 17:24:19,,,,,,13
2023-10-21 22:25:34,Other,TURN 1 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,,,,,,14
2023-10-21 22:25:51,Other,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,,,,,,14
2023-10-21 22:32:25,Other,TURN 15 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,18
2023-10-21 22:32:30,Other,CAR 20 (MAG) TIME 1:43.970 DELETED - TRACK LIMITS AT TURN 15 LAP 13 17:25:48,,,,,,18
2023-10-21 22:33:00,Other,CAR 24 (ZHO) TIME 1:42.116 DELETED - TRACK LIMITS AT TURN 15 LAP 13 17:25:48,,,,,,18
2023-10-21 22:33:46,Other,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) NO FURTHER ACTION - FORCING ANOTHER DRIVER OFF THE TRACK,,,,,,19
2023-10-21 22:34:04,Other,FIA STEWARDS: TURN 15 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,19
2023-10-21 22:34:15,Other,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 24 (ZHO) - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,19
2023-10-21 22:34:18,Other,CAR 4 (NOR) TIME 1:40.309 DELETED - TRACK LIMITS AT TURN 12 LAP 18 17:33:20,,,,,,19
2023-10-21 22:35:19,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,19
2023-10-21 22:35:57,Other,CAR 23 (ALB) TIME 1:40.067 DELETED - TRACK LIMITS AT TURN 19 LAP 19 17:35:42,,,,,,19
2023-10-21 22:37:19,Other,CAR 4 (NOR) TIME 1:40.492 DELETED - TRACK LIMITS AT TURN 11 LAP 19 17:34:41,,,,,,19
